latitude,longitude,address,Vasant Kunj,Greater Kailash,Janakpuri,Punjabi Bagh,Rohini,Noida Sector 18,IGI Airport,Chandni Chowk,Mayur Vihar,Okhla,Model Town,Dwarka,Saket,Hauz Khas,Nehru Place,AIIMS,Pitampura,Connaught Place,Rajouri Garden,Kalkaji,Preet Vihar,Karol Bagh,Lajpat Nagar,Shahdara,Civil Lines,Nearest_Area,Nearest_Distance_km
28.568238,77.219666,"NDSE Grid, BRPL South Extension",8.049425220694717,2.8847376745043882,14.189871619025086,14.475909089055639,25.675966921956395,10.388012559133264,11.763266915090597,9.835857734608808,8.650162222616858,6.683645135059008,15.374675142502204,17.164056177330796,5.028110355106029,2.8353751909736893,3.732699418478449,0.9509849744361186,16.631142446695087,7.040370670023667,12.605772404600229,4.379964937435468,10.988023264655267,9.71736545618863,2.289275772898467,13.539508490351539,12.060547272718315,AIIMS,0.9509849744361186
28.541995,77.260583,Scada office kalka ji,10.592181473253794,2.2530198772085384,19.067824069494147,19.303486805358293,30.471223744308123,7.147027013797753,15.764194760705728,13.038624951465184,8.222486881164405,1.7517620284806437,19.226582233194776,21.68369278732437,5.6209251687251784,5.9649417494160515,1.2248124145294739,5.680018615789271,21.273827319417975,10.835639609209865,17.541511092922992,0.7981532734982038,11.56915344191869,13.986879284880533,3.3294758405402516,14.905346316985884,15.365171216365665,Kalkaji,0.7981532734982038
28.571189,77.259806,Ashram Chowk Mathura Road,11.565375779748544,3.266535850017044,17.71445028870103,17.01075220176806,28.03887276070514,6.4642658452222355,15.695550130225605,9.881847300331593,5.4634647169694315,4.677714116338759,16.180634109054235,21.006021111135155,7.345787577378513,6.314444215722656,2.5612889325369252,4.884030675240753,18.696576356522463,7.917301172808504,15.60735225857696,2.46925966006442,8.547697993156232,11.215541493346775,1.6769293337020565,11.749476545897055,12.203566309701348,Lajpat Nagar,1.6769293337020565
28.588991,77.25324,Nizamuddin Railway station,12.056909629315383,4.731594115766112,16.559979117048613,15.290940263994992,26.202593858274113,7.387050304245937,15.402108574464979,7.8015204807692236,4.651343840342765,6.757812763634443,14.111188061566803,20.23704227743664,8.495539341321175,6.805189985275406,4.406392965664713,4.868144351869643,16.81362340962862,5.921625013534067,14.11613087993197,4.479822677076535,7.132093942427746,9.271368165241153,2.5661665446084707,10.045018219371567,10.124056631353325,Lajpat Nagar,2.5661665446084707
28.549427,77.254636,"BSES Bhawan, Nehru Place, New Delhi 110048",10.213978457442542,1.560727060622423,18.174274755090508,18.30320402735651,29.466184424792868,7.363762008279997,15.12222566409406,12.107989041220781,7.750684022826529,2.7528797573558133,18.25389761485056,20.919466275613964,5.449913455360708,5.3267614969529795,0.3258549943010895,4.786455209615907,20.263841389003737,9.849099861168764,16.56926747106155,0.4094782347638063,10.977332458724975,12.982738871405935,2.323330410699703,14.219856228700214,14.43387205693911,Nehru Place,0.3258549943010895
28.626722,77.065972,Uttam Nagar East metro station,14.250921313167701,18.980870278276193,2.196948575617435,7.510217217674489,13.672426038665519,26.136587487622247,8.516451996636336,16.36811299574952,22.407252601574886,22.874154504815106,15.167267556490913,4.315318347005462,17.8262473220543,15.666157365594541,20.033860485095822,15.541230894753987,10.105926724904691,14.720671917102987,5.751913768488012,20.7162159940179,22.431896579856357,12.509132436958462,18.496466897535793,22.381328110471674,16.479169999971433,Janakpuri,2.196948575617435
28.510291,77.171653,"Mukteshwar dham Andheriya bagh,mehrauli",2.339042876502995,7.801235132044457,14.868631880562878,18.215029048060746,28.865519112600193,16.5101638722664,8.663463896229729,17.205275769179913,16.320419200226862,10.179964310734373,21.712139058587336,15.276569080310274,3.762289671261931,5.160865140855565,8.91368773718103,7.353583510300304,21.071608009773303,14.177561886936546,15.476840042882307,9.5398163092208,18.93169869514064,15.857960646532687,9.458314401982525,21.480779200934823,19.212195495351498,Vasant Kunj,2.339042876502995
28.5224856,77.0892318,"Plot No. 24, Behind Fun & Food Village, Kapashera Estate, Kapashera New Delhi 110097",6.3317023504195244,14.882746249760833,11.055261123975212,16.691214614232297,25.433138016035688,23.742543139461482,3.8936449598835745,20.26764061052459,22.28153499942841,17.996593540762465,22.668545600735808,8.81745077429004,11.468853768415213,11.236234321415777,16.11228657779627,12.801450892632277,19.809795330184837,17.374384621721656,13.725481716693961,16.8249174500711,24.075041614271182,17.481984144970504,15.848181115782511,25.7505945904269,21.664616127600564,IGI Airport,3.8936449598835745
28.544785,77.121449,"HP Pump, ground floor, Mahipal pur-Gurgoan road NH-8, Mahipal pur, delhi 110037",3.8985969551301762,11.459757105682566,9.182710513995307,13.83002468259436,23.61842160437794,20.18610910589331,2.449508423853657,16.322076896743777,18.388865144439855,14.905135416269685,19.115125743330957,9.053664040480122,8.618614188172106,7.699463516887387,12.693749673104847,9.000591820332748,16.91364293430655,13.396490135148566,10.865598155850051,13.424155055339044,20.085523530502478,13.705381627859728,12.151542672370264,21.74868645102618,17.80481358529516,IGI Airport,2.449508423853657
28.55476,77.08831,"Multi Level Car Parking, Level 2 , Indira Gandhi International Airport , New Delhi",7.245488890079306,14.705935451955302,7.465793439755241,13.23294875974318,21.864429927441954,23.281650057449415,1.152918879951709,17.870846556293728,21.05507265993338,18.255576098377254,19.57563344065126,5.857457907566185,12.034890071490127,10.93497753802384,15.930667965088531,11.96489708002882,16.343301259026724,15.163921271660449,10.298873721705133,16.664397312645587,22.383131042174035,14.730149228521153,15.185614005541833,23.636592479837702,19.015123617538702,IGI Airport,1.152918879951709
28.6453,77.2126,"New Delhi Railway Station, Pahar Ganj",14.600228736976561,11.07199704042258,12.45480557038449,8.86395375144432,19.126019475068276,13.826485477406836,14.798595305839452,2.1100024533793964,8.942483028083318,14.039541042697293,6.849436902327473,17.304340441003347,13.445116842079246,10.7331976296284,11.313157955702513,8.688032100483607,9.69877288852198,1.5857994333767609,8.837059001384226,11.619268793760392,8.071745441247586,2.241099369289066,9.127984759296218,8.09580452454838,3.684696769496525,Connaught Place,1.5857994333767609
28.6427,77.2247,"New Delhi Railway Station, Ajmeri Gate",14.845895400426874,10.574392059139655,13.559764692411624,10.077472425299803,20.246450991538477,12.7165666286009,15.515267147021229,1.5975008726654003,7.760509284306274,13.31338469458583,7.522023847823402,18.32808646458366,13.261531432136087,10.648860650806753,10.694591565289112,8.516985640632914,10.833421869905752,1.469876704785033,10.01251727254786,10.937939938012114,6.881255836602223,3.453316604370439,8.53087192087466,7.158532042724694,3.7696216633361423,Connaught Place,1.469876704785033
28.6471,77.3158,Anand Vihar Railway Station,20.86692711474565,13.30820571010079,22.427436515720657,18.689940140194803,27.73143215939024,8.542402136204768,23.366829235844918,8.404161900848232,4.650629544115258,13.584406370095172,13.527747018975184,27.035709396681483,17.306944425266877,15.67203990559546,12.556827616624403,13.623759186461676,18.73869466412121,9.825571827768139,18.909248550329675,12.245690200232401,2.1045052557652766,12.199576258893783,11.327686633071377,3.947938815588,9.447105391652313,Preet Vihar,2.1045052557652766
28.6573,77.3024,"KHOSLA CAPITAL SOLUTIONS (P) LTD, Cross River Mall",20.68791815538075,13.612605120881412,21.309616030067804,17.27074891828013,26.077919218224604,9.890393332260262,22.732701848628224,7.036183374949755,5.356970469324115,14.352153197605844,11.845342885996574,26.054722536340705,17.47978595782681,15.610556865681062,12.993707622320317,13.480677789432027,17.169406457762204,8.841488528971553,17.67062607837378,12.77250006989818,1.8921557003210054,10.896334448532773,11.522614014246095,2.2438295607076784,7.850553293464121,Preet Vihar,1.8921557003210054
28.6553,77.2979,"Shakti Kiran Building, Karkardooma",20.222175671176707,13.217274408883979,20.837582474405814,16.851945698730717,25.76458568495646,9.788168423705011,22.241078788324778,6.596857041013692,5.0911962566453,14.052241963130495,11.557559230073625,25.571356828217553,17.058718900011474,15.159898896535614,12.623778457970985,13.022757037645825,16.804792469611975,8.354299004667261,17.213819091085394,12.421090781923057,1.5569447843363204,10.447625687139588,11.112906919385402,2.2226315096762503,7.496533103590055,Preet Vihar,1.5569447843363204
28.6553,77.2979,"Shakti Kiran Building, CBD-II Grid, Karkardooma",20.222175671176707,13.217274408883979,20.837582474405814,16.851945698730717,25.76458568495646,9.788168423705011,22.241078788324778,6.596857041013692,5.0911962566453,14.052241963130495,11.557559230073625,25.571356828217553,17.058718900011474,15.159898896535614,12.623778457970985,13.022757037645825,16.804792469611975,8.354299004667261,17.213819091085394,12.421090781923057,1.5569447843363204,10.447625687139588,11.112906919385402,2.2226315096762503,7.496533103590055,Preet Vihar,1.5569447843363204
28.6553,77.2979,"Shakti Kiran Building, MTNL CBD Grid, Karkardooma",20.222175671176707,13.217274408883979,20.837582474405814,16.851945698730717,25.76458568495646,9.788168423705011,22.241078788324778,6.596857041013692,5.0911962566453,14.052241963130495,11.557559230073625,25.571356828217553,17.058718900011474,15.159898896535614,12.623778457970985,13.022757037645825,16.804792469611975,8.354299004667261,17.213819091085394,12.421090781923057,1.5569447843363204,10.447625687139588,11.112906919385402,2.2226315096762503,7.496533103590055,Preet Vihar,1.5569447843363204
